1998-02-04|8.0412
1998-02-05|8.0019
1998-02-06|8.0639
1998-02-07|8.0948
1998-02-08|8.0948
1998-02-09|8.0948
1998-02-10|8.0130
1998-02-11|7.9934
1998-02-12|8.0341
1998-02-13|7.9959
1998-02-14|8.0219
1998-02-15|8.0219
1998-02-16|8.0219
1998-02-17|7.9740
1998-02-18|8.0176
1998-02-19|7.9692
1998-02-20|7.9869
1998-02-21|8.0163
1998-02-22|8.0163
1998-02-23|8.0163
1998-02-24|7.9653
1998-02-25|8.0757
1998-02-26|8.0766
1998-02-27|7.9773
1998-02-28|8.0092
1998-03-01|8.0092
1998-03-02|8.0092
1998-03-03|8.0648
1998-03-04|8.0165
1998-03-05|8.0578
1998-03-06|8.0565
1998-03-07|7.9835
1998-03-08|7.9835
1998-03-09|7.9835
1998-03-10|7.9835
1998-03-11|8.0205
1998-03-12|7.9927
1998-03-13|7.9878
1998-03-14|8.0218
1998-03-15|8.0218
1998-03-16|8.0218
1998-03-17|8.0457
1998-03-18|8.0511
1998-03-19|8.0076
1998-03-20|8.0071
1998-03-21|8.0138
1998-03-22|8.0138
1998-03-23|8.0138
1998-03-24|8.0527
1998-03-25|8.0957
1998-03-26|8.0636
1998-03-27|8.0819
1998-03-28|8.1246
1998-03-29|8.1246
1998-03-30|8.1246
1998-03-31|8.1162
1998-04-01|8.0371
1998-04-02|8.0109
1998-04-03|7.9780
1998-04-04|7.9796
1998-04-05|7.9796
1998-04-06|7.9796
1998-04-07|8.0119
1998-04-08|8.0251
1998-04-09|8.0245
1998-04-10|8.1280
1998-04-11|8.1263
1998-04-12|8.1263
1998-04-13|8.1263
1998-04-14|8.1055
1998-04-15|8.1046
1998-04-16|8.2047
1998-04-17|8.1595
1998-04-18|8.1890
1998-04-19|8.1890
1998-04-20|8.1890
1998-04-21|8.1818
1998-04-22|8.2267
1998-04-23|8.2882
1998-04-24|8.2377
1998-04-25|8.2076
1998-04-26|8.2076
1998-04-27|8.2076
1998-04-28|8.2168
1998-04-29|8.2419
1998-04-30|8.2204
1998-05-01|8.2321
1998-05-02|8.2321
1998-05-03|8.2321
1998-05-04|8.2321
1998-05-05|8.2321
1998-05-06|8.2963
1998-05-07|8.3330
1998-05-08|8.3468
1998-05-09|8.3130
1998-05-10|8.3130
1998-05-11|8.3130
1998-05-12|8.3130
1998-05-13|8.2706
1998-05-14|8.2742
1998-05-15|8.2323
1998-05-16|8.2383
1998-05-17|8.2383
1998-05-18|8.2383
1998-05-19|8.2166
1998-05-20|8.2098
1998-05-21|8.2323
1998-05-22|8.2322
1998-05-23|8.2860
1998-05-24|8.2860
1998-05-25|8.2860
1998-05-26|8.2990
1998-05-27|8.2710
1998-05-28|8.2311
1998-05-29|8.1554
1998-05-30|8.1853
1998-05-31|8.1853
1998-06-01|8.1853
1998-06-02|8.1848
1998-06-03|8.1983
1998-06-04|8.2455
1998-06-05|8.2967
1998-06-06|8.2997
1998-06-07|8.2997
1998-06-08|8.2997
1998-06-09|8.2743
1998-06-10|8.2625
1998-06-11|8.1974
1998-06-12|8.1183
1998-06-13|8.1183
1998-06-14|8.1183
1998-06-15|8.1183
1998-06-16|8.0569
1998-06-17|8.0707
1998-06-18|8.1132
1998-06-19|8.1921
1998-06-20|8.1581
1998-06-21|8.1581
1998-06-22|8.1581
1998-06-23|8.1703
1998-06-24|8.1588
1998-06-25|8.1435
1998-06-26|8.1845
1998-06-27|8.1517
1998-06-28|8.1517
1998-06-29|8.1517
1998-06-30|8.0608
1998-07-01|8.0815
1998-07-02|8.1028
1998-07-03|8.0253
1998-07-04|7.9764
1998-07-05|7.9764
1998-07-06|7.9764
1998-07-07|8.0038
1998-07-08|8.0583
1998-07-09|8.0547
1998-07-10|8.0142
1998-07-11|7.9866
1998-07-12|7.9866
1998-07-13|7.9866
1998-07-14|8.1061
1998-07-15|8.1198
1998-07-16|8.1110
1998-07-17|8.1795
1998-07-18|8.2351
1998-07-19|8.2351
1998-07-20|8.2351
1998-07-21|8.2828
1998-07-22|8.2600
1998-07-23|8.2383
1998-07-24|8.2297
1998-07-25|8.2400
1998-07-26|8.2400
1998-07-27|8.2400
1998-07-28|8.2752
1998-07-29|8.2640
1998-07-30|8.3089
1998-07-31|8.2825
1998-08-01|8.2533
1998-08-02|8.2533
1998-08-03|8.2533
1998-08-04|8.2718
1998-08-05|8.2337
1998-08-06|8.2877
1998-08-07|8.2809
1998-08-08|8.2708
1998-08-09|8.2708
1998-08-10|8.2708
1998-08-11|8.2371
1998-08-12|8.2331
1998-08-13|8.2731
1998-08-14|8.2051
1998-08-15|8.2782
1998-08-16|8.2782
1998-08-17|8.2782
1998-08-18|8.3996
1998-08-19|9.0011
1998-08-20|9.0638
1998-08-21|9.0882
1998-08-22|9.0504
1998-08-23|9.0504
1998-08-24|9.0504
1998-08-25|9.2248
1998-08-26|10.0961
1998-08-27|9.9653
1998-08-28|9.7962
1998-08-29|9.5725
1998-08-30|9.5725
1998-08-31|9.5725
1998-09-01|11.8073
1998-09-02|13.9744
1998-09-03|16.5746
1998-09-04|17.4841
1998-09-05|21.9345
1998-09-06|21.9345
1998-09-07|21.9345
1998-09-08|24.6930
1998-09-09|26.9950
1998-09-10|20.4131
1998-09-11|16.9188
1998-09-12|15.1798
1998-09-13|15.1798
1998-09-14|15.1798
1998-09-15|11.4792
1998-09-16|12.7486
1998-09-17|16.6918
1998-09-18|19.4888
1998-09-19|21.9410
1998-09-20|21.9410
1998-09-21|21.9410
1998-09-22|21.9425
1998-09-23|21.6083
1998-09-24|21.1928
1998-09-25|20.8596
1998-09-26|21.3813
1998-09-27|21.3813
1998-09-28|21.3813
1998-09-29|21.4890
1998-09-30|21.6973
1998-10-01|21.5398
1998-10-02|21.6680
1998-10-03|21.6433
1998-10-04|21.6433
1998-10-05|21.6433
1998-10-06|21.1846
1998-10-07|21.1839
1998-10-08|21.2297
1998-10-09|21.5209
1998-10-10|21.2077
1998-10-11|21.2077
1998-10-12|21.2077
1998-10-13|21.1201
1998-10-14|20.0685
1998-10-15|17.2602
1998-10-16|17.8517
1998-10-17|20.4149
1998-10-18|20.4149
1998-10-19|20.4149
1998-10-20|22.9384
1998-10-21|22.6871
1998-10-22|22.6337
1998-10-23|22.5393
1998-10-24|22.6859
1998-10-25|22.6859
1998-10-26|22.6859
1998-10-27|22.7013
1998-10-28|22.6550
1998-10-29|22.2065
1998-10-30|21.7521
1998-10-31|21.7323
1998-11-01|21.7323
1998-11-02|21.7323
1998-11-03|21.6520
1998-11-04|21.1857
1998-11-05|21.0792
1998-11-06|20.5790
1998-11-07|20.3918
1998-11-08|20.3918
1998-11-09|20.3918
1998-11-10|20.3918
1998-11-11|20.7852
1998-11-12|20.9027
1998-11-13|21.2743
1998-11-14|21.9546
1998-11-15|21.9546
1998-11-16|21.9546
1998-11-17|22.5743
1998-11-18|22.9177
1998-11-19|22.8595
1998-11-20|23.1226
1998-11-21|22.6339
1998-11-22|22.6339
1998-11-23|22.6339
1998-11-24|23.0062
1998-11-25|23.3071
1998-11-26|23.3375
1998-11-27|23.1860
1998-11-28|23.8263
1998-11-29|23.8263
1998-11-30|23.8263
1998-12-01|23.7441
1998-12-02|24.3528
1998-12-03|24.8954
1998-12-04|25.4233
1998-12-05|26.4342
1998-12-06|26.4342
1998-12-07|26.4342
1998-12-08|27.4175
1998-12-09|27.2491
1998-12-10|26.6119
1998-12-11|26.2556
1998-12-12|26.5757
1998-12-13|26.5757
1998-12-14|26.5757
1998-12-15|26.5757
1998-12-16|25.8270
1998-12-17|26.5927
1998-12-18|26.9444
1998-12-19|26.9134
1998-12-20|26.9134
1998-12-21|26.9134
1998-12-22|27.3238
1998-12-23|26.9195
1998-12-24|26.7964
1998-12-25|25.9061
1998-12-26|25.4934
1998-12-27|25.4934
1998-12-28|25.4934
1998-12-29|27.4900
1998-12-30|27.1366
1998-12-31|27.5440
1999-01-01|27.1300
1999-01-02|27.1300
1999-01-03|27.1300
1999-01-04|27.1300
1999-01-05|27.1300
1999-01-06|27.6300
1999-01-07|29.5400
1999-01-08|29.5400
1999-01-09|29.5400
1999-01-10|29.5400
1999-01-11|30.3200
1999-01-12|31.2100
1999-01-13|30.3100
1999-01-14|29.3700
1999-01-15|28.6900
1999-01-16|29.3700
1999-01-17|29.3700
1999-01-18|29.3700
1999-01-19|29.9800
1999-01-20|30.8400
1999-01-21|30.0700
1999-01-22|30.6600
1999-01-23|30.6000
1999-01-24|30.6000
1999-01-25|30.6000
1999-01-26|30.8900
1999-01-27|30.6700
1999-01-28|30.3900
1999-01-29|30.4900
1999-01-30|30.1700
1999-01-31|30.1700
1999-02-01|30.1700
1999-02-02|30.2800
1999-02-03|30.2700
1999-02-04|30.5100
1999-02-05|30.3100
1999-02-06|30.2700
1999-02-07|30.2700
1999-02-08|30.2700
1999-02-09|30.0200
1999-02-10|29.9500
1999-02-11|29.7500
1999-02-12|29.9500
1999-02-13|29.8000
1999-02-14|29.8000
1999-02-15|29.8000
1999-02-16|29.9900
1999-02-17|30.1500
1999-02-18|29.6800
1999-02-19|29.6900
1999-02-20|29.2900
1999-02-21|29.2900
1999-02-22|29.2900
1999-02-23|29.0300
1999-02-24|29.0600
1999-02-25|28.9600
1999-02-26|29.1100
1999-02-27|28.9000
1999-02-28|28.9000
1999-03-01|28.9000
1999-03-02|29.0000
1999-03-03|28.8000
1999-03-04|28.9700
1999-03-05|28.9600
1999-03-06|29.1300
1999-03-07|29.1300
1999-03-08|29.1300
1999-03-09|29.1300
1999-03-10|29.3600
1999-03-11|29.2500
1999-03-12|29.6200
1999-03-13|29.7800
1999-03-14|29.7800
1999-03-15|29.7800
1999-03-16|29.8000
1999-03-17|29.6600
1999-03-18|30.0800
1999-03-19|30.6000
1999-03-20|30.6700
1999-03-21|30.6700
1999-03-22|30.6700
1999-03-23|30.8600
1999-03-24|31.4000
1999-03-25|31.3000
1999-03-26|31.1400
1999-03-27|31.0700
1999-03-28|31.0700
1999-03-29|31.0700
1999-03-30|31.1500
1999-03-31|31.1100
1999-04-01|31.0300
1999-04-02|31.3800
1999-04-03|32.0900
1999-04-04|32.0900
1999-04-05|32.0900
1999-04-06|32.3900
1999-04-07|32.3000
1999-04-08|32.5700
1999-04-09|32.3400
1999-04-10|31.9600
1999-04-11|31.9600
1999-04-12|31.9600
1999-04-13|32.2400
1999-04-14|32.2700
1999-04-15|32.0800
1999-04-16|32.1500
1999-04-17|31.8200
1999-04-18|31.8200
1999-04-19|31.8200
1999-04-20|31.9800
1999-04-21|31.9300
1999-04-22|31.7100
1999-04-23|31.7500
1999-04-24|31.7100
1999-04-25|31.7100
1999-04-26|31.7100
1999-04-27|31.3900
1999-04-28|31.3300
1999-04-29|31.3200
1999-04-30|31.1000
1999-05-01|31.0700
1999-05-02|31.0700
1999-05-03|31.0700
1999-05-04|31.0700
1999-05-05|31.0700
1999-05-06|31.0700
1999-05-07|31.2800
1999-05-08|31.4100
1999-05-09|31.4100
1999-05-10|31.4100
1999-05-11|31.4100
1999-05-12|31.5200
1999-05-13|31.3500
1999-05-14|32.0700
1999-05-15|32.4200
1999-05-16|32.4200
1999-05-17|32.4200
1999-05-18|32.2800
1999-05-19|32.3800
1999-05-20|32.1500
1999-05-21|31.9700
1999-05-22|31.7000
1999-05-23|31.7000
1999-05-24|31.7000
1999-05-25|31.5500
1999-05-26|31.6000
1999-05-27|31.4600
1999-05-28|31.0600
1999-05-29|30.9300
1999-05-30|30.9300
1999-05-31|30.9300
1999-06-01|31.0300
1999-06-02|30.9500
1999-06-03|30.9900
1999-06-04|30.6800
1999-06-05|30.5200
1999-06-06|30.5200
1999-06-07|30.5200
1999-06-08|30.4600
1999-06-09|30.7100
1999-06-10|31.0200
1999-06-11|30.9400
1999-06-12|31.0700
1999-06-13|31.0700
1999-06-14|31.0700
1999-06-15|31.0700
1999-06-16|30.9100
1999-06-17|30.8700
1999-06-18|30.6200
1999-06-19|30.7400
1999-06-20|30.7400
1999-06-21|30.7400
1999-06-22|30.9700
1999-06-23|30.9400
1999-06-24|30.9500
1999-06-25|30.9000
1999-06-26|31.0600
1999-06-27|31.0600
1999-06-28|31.0600
1999-06-29|30.9700
1999-06-30|30.8200
1999-07-01|30.8600
1999-07-02|30.9800
1999-07-03|30.7700
1999-07-04|30.7700
1999-07-05|30.7700
1999-07-06|30.7800
1999-07-07|31.0500
1999-07-08|31.1000
1999-07-09|30.8200
1999-07-10|30.8100
1999-07-11|30.8100
1999-07-12|30.8100
1999-07-13|30.6700
1999-07-14|30.4700
1999-07-15|30.4700
1999-07-16|30.5100
1999-07-17|30.5300
1999-07-18|30.5300
1999-07-19|30.5300
1999-07-20|30.3600
1999-07-21|30.7500
1999-07-22|30.7800
1999-07-23|30.8400
1999-07-24|30.8100
1999-07-25|30.8100
1999-07-26|30.8100
1999-07-27|30.9600
1999-07-28|31.0700
1999-07-29|31.0000
1999-07-30|30.9500
1999-07-31|31.0500
1999-08-01|31.0500
1999-08-02|31.0500
1999-08-03|31.0000
1999-08-04|31.2400
1999-08-05|31.3800
1999-08-06|31.6500
1999-08-07|31.8000
1999-08-08|31.8000
1999-08-09|31.8000
1999-08-10|32.6900
1999-08-11|32.3900
1999-08-12|32.3700
1999-08-13|32.2100
1999-08-14|32.3200
1999-08-15|32.3200
1999-08-16|32.3200
1999-08-17|31.9400
1999-08-18|31.8400
1999-08-19|31.5600
1999-08-20|31.4300
1999-08-21|32.1000
1999-08-22|32.1000
1999-08-23|32.1000
1999-08-24|32.0500
1999-08-25|31.4500
1999-08-26|31.5900
1999-08-27|31.2300
1999-08-28|31.1700
1999-08-29|31.1700
1999-08-30|31.1700
1999-08-31|31.2300
1999-09-01|31.3900
1999-09-02|32.1800
1999-09-03|33.0500
1999-09-04|33.1700
1999-09-05|33.1700
1999-09-06|33.1700
1999-09-07|32.8900
1999-09-08|32.9000
1999-09-09|33.0300
1999-09-10|33.2100
1999-09-11|33.0000
1999-09-12|33.0000
1999-09-13|33.0000
1999-09-14|32.3300
1999-09-15|32.4300
1999-09-16|32.0300
1999-09-17|32.2600
1999-09-18|32.0000
1999-09-19|32.0000
1999-09-20|32.0000
1999-09-21|32.2300
1999-09-22|32.1500
1999-09-23|32.3700
1999-09-24|32.1700
1999-09-25|32.4600
1999-09-26|32.4600
1999-09-27|32.4600
1999-09-28|32.2900
1999-09-29|32.1600
1999-09-30|32.3000
1999-10-01|32.4000
1999-10-02|32.8500
1999-10-03|32.8500
1999-10-04|32.8500
1999-10-05|33.1700
1999-10-06|33.7500
1999-10-07|33.5400
1999-10-08|33.3700
1999-10-09|33.3200
1999-10-10|33.3200
1999-10-11|33.3200
1999-10-12|32.9300
1999-10-13|33.1100
1999-10-14|33.4000
1999-10-15|33.3000
1999-10-16|33.5300
1999-10-17|33.5300
1999-10-18|33.5300
1999-10-19|33.7800
1999-10-20|33.4600
1999-10-21|33.3600
1999-10-22|33.4300
1999-10-23|33.3900
1999-10-24|33.3900
1999-10-25|33.3900
1999-10-26|33.2500
1999-10-27|33.1600
1999-10-28|33.1700
1999-10-29|33.3500
1999-10-30|33.2000
1999-10-31|33.2000
1999-11-01|33.2000
1999-11-02|33.2800
1999-11-03|33.6500
1999-11-04|33.4800
1999-11-05|33.3500
1999-11-06|33.0000
1999-11-07|33.0000
1999-11-08|33.0000
1999-11-09|33.0000
1999-11-10|33.0900
1999-11-11|33.1800
1999-11-12|33.2500
1999-11-13|33.3800
1999-11-14|33.3800
1999-11-15|33.3800
1999-11-16|33.1100
1999-11-17|33.0900
1999-11-18|33.1400
1999-11-19|33.5500
1999-11-20|33.2700
1999-11-21|33.2700
1999-11-22|33.2700
1999-11-23|33.3600
1999-11-24|33.4300
1999-11-25|33.2000
1999-11-26|33.0100
1999-11-27|33.0200
1999-11-28|33.0200
1999-11-29|33.0200
1999-11-30|33.0700
1999-12-01|32.8600
1999-12-02|33.2200
1999-12-03|33.0200
1999-12-04|33.0500
1999-12-05|33.0500
1999-12-06|33.0500
1999-12-07|33.1900
1999-12-08|33.7600
1999-12-09|33.9800
1999-12-10|33.9900
1999-12-11|33.6700
1999-12-12|33.6700
1999-12-13|33.6700
1999-12-14|33.6700
1999-12-15|33.5900
1999-12-16|33.3100
1999-12-17|33.2300
1999-12-18|33.5000
1999-12-19|33.5000
1999-12-20|33.5000
1999-12-21|33.4000
1999-12-22|33.4500
1999-12-23|33.4500
1999-12-24|33.4700
1999-12-25|33.4700
1999-12-26|33.4700
1999-12-27|33.4700
1999-12-28|33.7300
1999-12-29|33.7700
1999-12-30|33.6800
1999-12-31|33.6800
2000-01-01|33.5700
2000-01-02|33.5700
2000-01-03|33.5700
2000-01-04|33.5700
2000-01-05|33.5700
2000-01-06|33.9800
2000-01-07|34.4200
2000-01-08|34.4200
2000-01-09|34.4200
2000-01-10|34.4200
2000-01-11|34.7500
2000-01-12|35.6100
2000-01-13|36.2800
2000-01-14|35.9900
2000-01-15|35.9900
2000-01-16|35.9900
2000-01-17|35.9900
2000-01-18|35.7100
2000-01-19|35.6400
2000-01-20|35.7500
2000-01-21|35.6700
2000-01-22|35.7500
2000-01-23|35.7500
2000-01-24|35.7500
2000-01-25|35.3600
2000-01-26|35.6900
2000-01-27|35.5500
